ds;y
04/07/2016;290
05/07/2016;330
06/07/2016;400
07/07/2016;340
08/07/2016;390
09/07/2016;410
10/07/2016;420
11/07/2016;330
12/07/2016;410
13/07/2016;240
14/07/2016;330
15/07/2016;440
16/07/2016;440
17/07/2016;450
18/07/2016;340
19/07/2016;340
20/07/2016;400
21/07/2016;300
22/07/2016;370
23/07/2016;450
24/07/2016;450
25/07/2016;300
26/07/2016;350
27/07/2016;240
28/07/2016;320
29/07/2016;260
30/07/2016;340
31/07/2016;450
01/08/2016;330
02/08/2016;330
03/08/2016;330
04/08/2016;270
05/08/2016;400
06/08/2016;540
07/08/2016;400
08/08/2016;260
09/08/2016;320
10/08/2016;240
11/08/2016;440
12/08/2016;380
13/08/2016;340
14/08/2016;500
15/08/2016;190
16/08/2016;300
17/08/2016;380
18/08/2016;280
19/08/2016;400
20/08/2016;300
21/08/2016;460
22/08/2016;350
23/08/2016;290
24/08/2016;330
25/08/2016;340
26/08/2016;370
27/08/2016;310
28/08/2016;340
29/08/2016;280
30/08/2016;300
31/08/2016;290
01/09/2016;300
02/09/2016;300
03/09/2016;350
04/09/2016;320
05/09/2016;350
06/09/2016;320
07/09/2016;290
08/09/2016;380
09/09/2016;310
10/09/2016;270
11/09/2016;300
12/09/2016;320
13/09/2016;340
14/09/2016;210
15/09/2016;310
16/09/2016;290
17/09/2016;370
18/09/2016;530
19/09/2016;330
20/09/2016;320
21/09/2016;270
22/09/2016;370
23/09/2016;330
24/09/2016;320
25/09/2016;390
26/09/2016;150
27/09/2016;240
28/09/2016;250
29/09/2016;360
30/09/2016;360
01/10/2016;360
02/10/2016;310
03/10/2016;190
04/10/2016;240
05/10/2016;250
06/10/2016;370
07/10/2016;310
08/10/2016;390
09/10/2016;310
10/10/2016;260
11/10/2016;280
12/10/2016;190
13/10/2016;290
14/10/2016;290
15/10/2016;460
16/10/2016;460
17/10/2016;200
18/10/2016;240
19/10/2016;310
20/10/2016;270
21/10/2016;250
22/10/2016;450
23/10/2016;340
24/10/2016;210
25/10/2016;240
26/10/2016;290
27/10/2016;290
28/10/2016;330
29/10/2016;330
30/10/2016;340
31/10/2016;290
01/11/2016;360
02/11/2016;250
03/11/2016;300
04/11/2016;420
05/11/2016;270
06/11/2016;330
07/11/2016;350
08/11/2016;200
09/11/2016;280
10/11/2016;380
11/11/2016;270
12/11/2016;370
13/11/2016;370
14/11/2016;230
15/11/2016;260
16/11/2016;360
17/11/2016;360
18/11/2016;390
19/11/2016;360
20/11/2016;380
21/11/2016;250
22/11/2016;280
23/11/2016;330
24/11/2016;260
25/11/2016;350
26/11/2016;380
27/11/2016;460
28/11/2016;220
29/11/2016;280
30/11/2016;300
01/12/2016;170
02/12/2016;220
03/12/2016;200
04/12/2016;160
05/12/2016;140
06/12/2016;180
07/12/2016;210
08/12/2016;180
09/12/2016;230
10/12/2016;260
11/12/2016;270
12/12/2016;180
13/12/2016;190
14/12/2016;250
15/12/2016;210
16/12/2016;150
17/12/2016;200
18/12/2016;220
19/12/2016;160
20/12/2016;210
21/12/2016;240
22/12/2016;160
23/12/2016;360
24/12/2016;170
25/12/2016;220
26/12/2016;160
27/12/2016;130
28/12/2016;150
29/12/2016;350
30/12/2016;220
31/12/2016;330
01/01/2017;180
02/01/2017;230
03/01/2017;200
04/01/2017;190
05/01/2017;240
06/01/2017;240
07/01/2017;230
08/01/2017;260
09/01/2017;230
10/01/2017;200
11/01/2017;90
12/01/2017;180
13/01/2017;210
14/01/2017;240
15/01/2017;220
16/01/2017;210
17/01/2017;160
18/01/2017;230
19/01/2017;270
20/01/2017;220
21/01/2017;210
22/01/2017;320
23/01/2017;120
24/01/2017;230
25/01/2017;310
26/01/2017;200
27/01/2017;120
28/01/2017;200
29/01/2017;240
30/01/2017;200
31/01/2017;210
01/02/2017;230
02/02/2017;230
03/02/2017;240
04/02/2017;320
05/02/2017;230
06/02/2017;230
07/02/2017;130
08/02/2017;250
09/02/2017;270
10/02/2017;300
11/02/2017;310
12/02/2017;240
13/02/2017;80
14/02/2017;190
15/02/2017;230
16/02/2017;300
17/02/2017;230
18/02/2017;250
19/02/2017;280
20/02/2017;250
21/02/2017;150
22/02/2017;240
23/02/2017;280
24/02/2017;280
25/02/2017;270
26/02/2017;190
27/02/2017;190
28/02/2017;200
01/03/2017;220
02/03/2017;300
03/03/2017;280
04/03/2017;360
05/03/2017;380
06/03/2017;250
07/03/2017;210
08/03/2017;230
09/03/2017;250
10/03/2017;180
11/03/2017;250
12/03/2017;470
13/03/2017;270
14/03/2017;210
15/03/2017;190
16/03/2017;330
17/03/2017;220
18/03/2017;190
19/03/2017;270
20/03/2017;220
21/03/2017;160
22/03/2017;240
23/03/2017;280
24/03/2017;300
25/03/2017;440
26/03/2017;340
27/03/2017;250
28/03/2017;280
29/03/2017;280
30/03/2017;220
31/03/2017;360
01/04/2017;350
02/04/2017;370
03/04/2017;370
04/04/2017;250
05/04/2017;330
06/04/2017;410
07/04/2017;370
08/04/2017;370
09/04/2017;370
10/04/2017;310
11/04/2017;340
12/04/2017;340
13/04/2017;350
14/04/2017;340
15/04/2017;400
16/04/2017;390
17/04/2017;200
18/04/2017;260
19/04/2017;320
20/04/2017;350
21/04/2017;280
22/04/2017;370
23/04/2017;430
24/04/2017;240
25/04/2017;300
26/04/2017;330
27/04/2017;360
28/04/2017;380
29/04/2017;470
30/04/2017;370
01/05/2017;360
02/05/2017;440
03/05/2017;300
04/05/2017;350
05/05/2017;320
06/05/2017;450
07/05/2017;410
08/05/2017;260
09/05/2017;330
10/05/2017;260
11/05/2017;370
12/05/2017;320
13/05/2017;460
14/05/2017;300
15/05/2017;210
16/05/2017;390
17/05/2017;320
18/05/2017;310
19/05/2017;400
20/05/2017;430
21/05/2017;410
22/05/2017;240
23/05/2017;390
24/05/2017;180
25/05/2017;310
26/05/2017;290
27/05/2017;390
28/05/2017;360
29/05/2017;250
30/05/2017;300
31/05/2017;380
01/06/2017;500
02/06/2017;420
03/06/2017;350
04/06/2017;490
05/06/2017;340
06/06/2017;330
07/06/2017;310
08/06/2017;350
09/06/2017;480
10/06/2017;360
11/06/2017;410
12/06/2017;340
13/06/2017;380
14/06/2017;420
15/06/2017;420
16/06/2017;280
17/06/2017;400
18/06/2017;310
19/06/2017;290
20/06/2017;320
21/06/2017;280
22/06/2017;370
23/06/2017;430
24/06/2017;330
25/06/2017;340
26/06/2017;320
27/06/2017;260
28/06/2017;360
29/06/2017;340
30/06/2017;370
01/07/2017;540
02/07/2017;380
03/07/2017;260
04/07/2017;410
05/07/2017;240
06/07/2017;310
07/07/2017;280
08/07/2017;310
09/07/2017;410
10/07/2017;400
11/07/2017;350
12/07/2017;350
13/07/2017;410
14/07/2017;460
15/07/2017;540
16/07/2017;410
17/07/2017;330
18/07/2017;260
19/07/2017;410
20/07/2017;430
21/07/2017;350
22/07/2017;470
23/07/2017;550
24/07/2017;310
25/07/2017;470
26/07/2017;410
27/07/2017;390
28/07/2017;440
29/07/2017;400
30/07/2017;480
31/07/2017;320
01/08/2017;400
02/08/2017;270
03/08/2017;340
04/08/2017;260
05/08/2017;400
06/08/2017;460
07/08/2017;290
08/08/2017;360
09/08/2017;350
10/08/2017;360
11/08/2017;370
12/08/2017;400
13/08/2017;460
14/08/2017;380
15/08/2017;350
16/08/2017;350
17/08/2017;330
18/08/2017;260
19/08/2017;460
20/08/2017;490
21/08/2017;320
22/08/2017;250
23/08/2017;300
24/08/2017;420
25/08/2017;390
26/08/2017;410
27/08/2017;390
28/08/2017;280
29/08/2017;320
30/08/2017;260
31/08/2017;310
01/09/2017;430
02/09/2017;330
03/09/2017;380
04/09/2017;250
05/09/2017;320
06/09/2017;260
07/09/2017;290
08/09/2017;400
09/09/2017;390
10/09/2017;360
11/09/2017;270
12/09/2017;340
13/09/2017;290
14/09/2017;410
15/09/2017;380
16/09/2017;330
17/09/2017;450
18/09/2017;270
19/09/2017;210
20/09/2017;300
21/09/2017;240
22/09/2017;350
23/09/2017;470
24/09/2017;390
25/09/2017;390
26/09/2017;330
27/09/2017;410
28/09/2017;370
29/09/2017;400
30/09/2017;390
01/10/2017;360
02/10/2017;310
03/10/2017;290
04/10/2017;270
05/10/2017;250
06/10/2017;340
07/10/2017;370
08/10/2017;420
09/10/2017;260
10/10/2017;290
11/10/2017;320
12/10/2017;230
13/10/2017;340
14/10/2017;270
15/10/2017;330
16/10/2017;160
17/10/2017;290
18/10/2017;180
19/10/2017;320
20/10/2017;380
21/10/2017;340
22/10/2017;340
23/10/2017;250
24/10/2017;270
25/10/2017;210
26/10/2017;400
27/10/2017;360
28/10/2017;390
29/10/2017;340
30/10/2017;280
31/10/2017;220
01/11/2017;360
02/11/2017;460
03/11/2017;380
04/11/2017;370
05/11/2017;260
06/11/2017;300
07/11/2017;340
08/11/2017;250
09/11/2017;340
10/11/2017;400
11/11/2017;370
12/11/2017;320
13/11/2017;200
14/11/2017;370
15/11/2017;230
16/11/2017;260
17/11/2017;370
18/11/2017;340
19/11/2017;410
20/11/2017;280
21/11/2017;210
22/11/2017;290
23/11/2017;380
24/11/2017;340
25/11/2017;330
26/11/2017;370
27/11/2017;350
28/11/2017;310
29/11/2017;280
30/11/2017;240
01/12/2017;210
02/12/2017;370
03/12/2017;280
04/12/2017;130
05/12/2017;250
06/12/2017;160
07/12/2017;220
08/12/2017;350
09/12/2017;240
10/12/2017;330
11/12/2017;220
12/12/2017;160
13/12/2017;200
14/12/2017;300
15/12/2017;290
16/12/2017;270
17/12/2017;400
18/12/2017;200
19/12/2017;210
20/12/2017;220
21/12/2017;210
22/12/2017;270
23/12/2017;310
24/12/2017;290
25/12/2017;180
26/12/2017;200
27/12/2017;200
28/12/2017;320
29/12/2017;260
30/12/2017;260
31/12/2017;230
01/01/2016;130
02/01/2016;260
03/01/2016;290
04/01/2016;160
05/01/2016;180
06/01/2016;80
07/01/2016;230
08/01/2016;320
09/01/2016;210
10/01/2016;220
11/01/2016;150
12/01/2016;270
13/01/2016;230
14/01/2016;220
15/01/2016;270
16/01/2016;200
17/01/2016;330
18/01/2016;120
19/01/2016;220
20/01/2016;150
21/01/2016;130
22/01/2016;150
23/01/2016;210
24/01/2016;220
25/01/2016;160
26/01/2016;200
27/01/2016;150
28/01/2016;200
29/01/2016;190
30/01/2016;190
31/01/2016;180
01/02/2016;150
02/02/2016;260
03/02/2016;290
04/02/2016;160
05/02/2016;190
06/02/2016;320
07/02/2016;350
08/02/2016;260
09/02/2016;210
10/02/2016;250
11/02/2016;260
12/02/2016;260
13/02/2016;210
14/02/2016;260
15/02/2016;170
16/02/2016;260
17/02/2016;120
18/02/2016;210
19/02/2016;200
20/02/2016;290
21/02/2016;240
22/02/2016;140
23/02/2016;250
24/02/2016;230
25/02/2016;190
26/02/2016;250
27/02/2016;260
28/02/2016;340
29/02/2016;130
01/03/2016;200
02/03/2016;280
03/03/2016;320
04/03/2016;460
05/03/2016;450
06/03/2016;260
07/03/2016;190
08/03/2016;240
09/03/2016;240
10/03/2016;280
11/03/2016;320
12/03/2016;300
13/03/2016;270
14/03/2016;270
15/03/2016;280
16/03/2016;250
17/03/2016;320
18/03/2016;280
19/03/2016;280
20/03/2016;390
21/03/2016;240
22/03/2016;270
23/03/2016;270
24/03/2016;310
25/03/2016;240
26/03/2016;260
27/03/2016;320
28/03/2016;160
29/03/2016;250
30/03/2016;220
31/03/2016;230
01/04/2016;370
02/04/2016;350
03/04/2016;290
04/04/2016;280
05/04/2016;260
06/04/2016;380
07/04/2016;280
08/04/2016;370
09/04/2016;410
10/04/2016;370
11/04/2016;260
12/04/2016;380
13/04/2016;240
14/04/2016;270
15/04/2016;370
16/04/2016;350
17/04/2016;340
18/04/2016;250
19/04/2016;180
20/04/2016;320
21/04/2016;390
22/04/2016;240
23/04/2016;320
24/04/2016;360
25/04/2016;140
26/04/2016;260
27/04/2016;350
28/04/2016;270
29/04/2016;380
30/04/2016;390
01/05/2016;310
02/05/2016;310
03/05/2016;380
04/05/2016;310
05/05/2016;290
06/05/2016;330
07/05/2016;340
08/05/2016;470
09/05/2016;240
10/05/2016;240
11/05/2016;260
12/05/2016;340
13/05/2016;260
14/05/2016;440
15/05/2016;440
16/05/2016;230
17/05/2016;300
18/05/2016;240
19/05/2016;280
20/05/2016;320
21/05/2016;410
22/05/2016;420
23/05/2016;320
24/05/2016;300
25/05/2016;440
26/05/2016;340
27/05/2016;350
28/05/2016;330
29/05/2016;480
30/05/2016;300
31/05/2016;380
01/06/2016;340
02/06/2016;340
03/06/2016;470
04/06/2016;430
05/06/2016;490
06/06/2016;300
07/06/2016;290
08/06/2016;430
09/06/2016;360
10/06/2016;410
11/06/2016;440
12/06/2016;410
13/06/2016;250
14/06/2016;270
15/06/2016;420
16/06/2016;350
17/06/2016;360
18/06/2016;430
19/06/2016;470
20/06/2016;310
21/06/2016;400
22/06/2016;420
23/06/2016;330
24/06/2016;360
25/06/2016;470
26/06/2016;450
27/06/2016;230
28/06/2016;280
29/06/2016;290
30/06/2016;370
01/07/2016;490
02/07/2016;510
03/07/2016;370
04/07/2016;340
05/07/2016;340
06/07/2016;380
07/07/2016;350
08/07/2016;440
09/07/2016;400
10/07/2016;400
11/07/2016;320
12/07/2016;290
13/07/2016;420
14/07/2016;390
15/07/2016;490
16/07/2016;410
17/07/2016;400
18/07/2016;260
19/07/2016;340
20/07/2016;370
21/07/2016;450
22/07/2016;430
23/07/2016;370
24/07/2016;430
25/07/2016;290
26/07/2016;240
27/07/2016;270
28/07/2016;460
29/07/2016;380
30/07/2016;510
31/07/2016;510
01/08/2016;250
02/08/2016;260
03/08/2016;320
04/08/2016;370
05/08/2016;340
06/08/2016;390
07/08/2016;450
08/08/2016;280
09/08/2016;350
10/08/2016;300
11/08/2016;380
12/08/2016;350
13/08/2016;390
14/08/2016;350
15/08/2016;240
16/08/2016;300
17/08/2016;460
18/08/2016;370
19/08/2016;320
20/08/2016;490
21/08/2016;420
22/08/2016;220
23/08/2016;170
24/08/2016;360
25/08/2016;310
26/08/2016;380
27/08/2016;420
28/08/2016;380
29/08/2016;230
30/08/2016;340
31/08/2016;360
01/09/2016;440
02/09/2016;320
03/09/2016;410
04/09/2016;310
05/09/2016;180
06/09/2016;320
07/09/2016;330
08/09/2016;220
09/09/2016;370
10/09/2016;270
11/09/2016;480
12/09/2016;180
13/09/2016;250
14/09/2016;350
15/09/2016;270
16/09/2016;310
17/09/2016;420
18/09/2016;480
19/09/2016;170
20/09/2016;340
21/09/2016;340
22/09/2016;220
23/09/2016;260
24/09/2016;500
25/09/2016;430
26/09/2016;200
27/09/2016;230
28/09/2016;320
29/09/2016;270
30/09/2016;370
01/10/2016;380
02/10/2016;380
03/10/2016;240
04/10/2016;220
05/10/2016;300
06/10/2016;190
07/10/2016;300
08/10/2016;320
09/10/2016;460
10/10/2016;210
11/10/2016;290
12/10/2016;300
13/10/2016;270
14/10/2016;400
15/10/2016;230
16/10/2016;280
17/10/2016;220
18/10/2016;250
19/10/2016;370
20/10/2016;350
21/10/2016;250
22/10/2016;360
23/10/2016;280
24/10/2016;180
25/10/2016;340
26/10/2016;250
27/10/2016;320
28/10/2016;320
29/10/2016;420
30/10/2016;340
31/10/2016;300
01/11/2016;350
02/11/2016;340
03/11/2016;310
04/11/2016;300
05/11/2016;280
06/11/2016;400
07/11/2016;220
08/11/2016;280
09/11/2016;290
10/11/2016;380
11/11/2016;320
12/11/2016;320
13/11/2016;280
14/11/2016;210
15/11/2016;220
16/11/2016;290
17/11/2016;310
18/11/2016;340
19/11/2016;330
20/11/2016;370
21/11/2016;250
22/11/2016;300
23/11/2016;310
24/11/2016;290
25/11/2016;250
26/11/2016;380
27/11/2016;540
28/11/2016;270
29/11/2016;390
30/11/2016;310
01/12/2016;270
02/12/2016;210
03/12/2016;270
04/12/2016;360
05/12/2016;190
06/12/2016;200
07/12/2016;170
08/12/2016;200
09/12/2016;270
10/12/2016;210
11/12/2016;310
12/12/2016;240
13/12/2016;180
14/12/2016;210
15/12/2016;280
16/12/2016;190
17/12/2016;180
18/12/2016;270
19/12/2016;180
20/12/2016;280
21/12/2016;210
22/12/2016;170
23/12/2016;230
24/12/2016;230
25/12/2016;340
26/12/2016;120
27/12/2016;160
28/12/2016;180
29/12/2016;210
30/12/2016;200
31/12/2016;230
01/01/2017;240
02/01/2017;120
03/01/2017;200
04/01/2017;220
05/01/2017;370
06/01/2017;270
07/01/2017;270
08/01/2017;250
09/01/2017;160
10/01/2017;150
11/01/2017;230
12/01/2017;310
13/01/2017;180
14/01/2017;260
15/01/2017;240
16/01/2017;160
17/01/2017;210
18/01/2017;160
19/01/2017;130
20/01/2017;220
21/01/2017;280
22/01/2017;170
23/01/2017;230
24/01/2017;160
25/01/2017;180
26/01/2017;180
27/01/2017;220
28/01/2017;180
29/01/2017;320
30/01/2017;140
31/01/2017;120
01/02/2017;240
02/02/2017;250
03/02/2017;280
04/02/2017;250
05/02/2017;190
06/02/2017;180
07/02/2017;290
08/02/2017;140
09/02/2017;360
10/02/2017;240
11/02/2017;350
12/02/2017;260
13/02/2017;170
14/02/2017;120
15/02/2017;310
16/02/2017;180
17/02/2017;250
18/02/2017;310
19/02/2017;200
20/02/2017;220
21/02/2017;210
22/02/2017;150
23/02/2017;170
24/02/2017;240
25/02/2017;280
26/02/2017;220
27/02/2017;180
28/02/2017;180
01/03/2017;200
02/03/2017;300
03/03/2017;290
04/03/2017;270
05/03/2017;360
06/03/2017;110
07/03/2017;200
08/03/2017;230
09/03/2017;240
10/03/2017;300
11/03/2017;310
12/03/2017;270
13/03/2017;260
14/03/2017;230
15/03/2017;240
16/03/2017;310
17/03/2017;290
18/03/2017;340
19/03/2017;350
20/03/2017;190
21/03/2017;320
22/03/2017;240
23/03/2017;260
24/03/2017;300
25/03/2017;310
26/03/2017;370
27/03/2017;260
28/03/2017;200
29/03/2017;130
30/03/2017;260
31/03/2017;360
01/04/2017;410
02/04/2017;460
03/04/2017;280
04/04/2017;280
05/04/2017;210
06/04/2017;380
07/04/2017;320
08/04/2017;370
09/04/2017;470
10/04/2017;230
11/04/2017;260
12/04/2017;360
13/04/2017;330
14/04/2017;370
15/04/2017;410
16/04/2017;350
17/04/2017;300
18/04/2017;300
19/04/2017;280
20/04/2017;380
21/04/2017;310
22/04/2017;320
23/04/2017;420
24/04/2017;360
25/04/2017;260
26/04/2017;350
27/04/2017;220
28/04/2017;340
29/04/2017;270
30/04/2017;370
01/05/2017;320
02/05/2017;390
03/05/2017;340
04/05/2017;340
05/05/2017;470
06/05/2017;340
07/05/2017;400
08/05/2017;230
09/05/2017;310
10/05/2017;350
11/05/2017;290
12/05/2017;430
13/05/2017;430
14/05/2017;420
15/05/2017;270
16/05/2017;290
17/05/2017;300
18/05/2017;370
19/05/2017;490
20/05/2017;420
21/05/2017;370
22/05/2017;270
23/05/2017;330
24/05/2017;360
25/05/2017;350
26/05/2017;430
27/05/2017;360
28/05/2017;530
29/05/2017;400
30/05/2017;310
31/05/2017;270
01/06/2017;420
02/06/2017;420
03/06/2017;460
04/06/2017;420
05/06/2017;310
06/06/2017;380
07/06/2017;350
08/06/2017;370
09/06/2017;290
10/06/2017;360
11/06/2017;500
12/06/2017;240
13/06/2017;330
14/06/2017;330
15/06/2017;370
16/06/2017;480
17/06/2017;440
18/06/2017;600
19/06/2017;240
20/06/2017;350
21/06/2017;330
22/06/2017;350
23/06/2017;430
24/06/2017;440
25/06/2017;510
26/06/2017;270
27/06/2017;360
28/06/2017;340
29/06/2017;360
30/06/2017;400
01/07/2017;450
02/07/2017;480
03/07/2017;270
04/07/2017;420
05/07/2017;340
06/07/2017;470
07/07/2017;440
08/07/2017;410
09/07/2017;500
10/07/2017;350
11/07/2017;320
12/07/2017;410
13/07/2017;420
14/07/2017;480
15/07/2017;360
16/07/2017;530
17/07/2017;330
18/07/2017;330
19/07/2017;270
20/07/2017;450
21/07/2017;400
22/07/2017;450
23/07/2017;410
24/07/2017;330
25/07/2017;320
26/07/2017;400
27/07/2017;460
28/07/2017;410
29/07/2017;440
30/07/2017;420
31/07/2017;330
01/08/2017;270
02/08/2017;330
03/08/2017;310
04/08/2017;310
05/08/2017;420
06/08/2017;460
07/08/2017;230
08/08/2017;290
09/08/2017;290
10/08/2017;280
11/08/2017;340
12/08/2017;400
13/08/2017;330
14/08/2017;220
15/08/2017;350
16/08/2017;250
17/08/2017;390
18/08/2017;480
19/08/2017;370
20/08/2017;370
21/08/2017;230
22/08/2017;240
23/08/2017;340
24/08/2017;320
25/08/2017;440
26/08/2017;380
27/08/2017;380
28/08/2017;430
29/08/2017;440
30/08/2017;350
31/08/2017;450
01/09/2017;500
02/09/2017;270
03/09/2017;320
04/09/2017;230
05/09/2017;320
06/09/2017;280
07/09/2017;380
08/09/2017;420
09/09/2017;390
10/09/2017;320
11/09/2017;370
12/09/2017;270
13/09/2017;400
14/09/2017;390
15/09/2017;320
16/09/2017;410
17/09/2017;270
18/09/2017;290
19/09/2017;290
20/09/2017;350
21/09/2017;230
22/09/2017;380
23/09/2017;360
24/09/2017;280
25/09/2017;280
26/09/2017;280
27/09/2017;490
28/09/2017;370
29/09/2017;280
30/09/2017;330
01/10/2017;450
02/10/2017;230
03/10/2017;230
04/10/2017;310
05/10/2017;320
06/10/2017;300
07/10/2017;340
08/10/2017;460
09/10/2017;200
10/10/2017;440
11/10/2017;220
12/10/2017;220
13/10/2017;200
14/10/2017;380
15/10/2017;420
16/10/2017;260
17/10/2017;180
18/10/2017;300
19/10/2017;260
20/10/2017;370
21/10/2017;460
22/10/2017;230
23/10/2017;230
24/10/2017;130
25/10/2017;280
26/10/2017;400
27/10/2017;340
28/10/2017;420
29/10/2017;340
30/10/2017;220
31/10/2017;310
01/11/2017;260
02/11/2017;280
03/11/2017;330
04/11/2017;400
05/11/2017;430
06/11/2017;250
07/11/2017;310
08/11/2017;280
09/11/2017;320
10/11/2017;310
11/11/2017;300
12/11/2017;360
13/11/2017;230
14/11/2017;370
15/11/2017;360
16/11/2017;340
17/11/2017;380
18/11/2017;390
19/11/2017;300
20/11/2017;230
21/11/2017;250
22/11/2017;280
23/11/2017;370
24/11/2017;280
25/11/2017;240
26/11/2017;400
27/11/2017;340
28/11/2017;330
29/11/2017;300
30/11/2017;360
01/12/2017;210
02/12/2017;320
03/12/2017;270
04/12/2017;220
05/12/2017;240
06/12/2017;200
07/12/2017;220
08/12/2017;250
09/12/2017;260
10/12/2017;250
11/12/2017;150
12/12/2017;190
13/12/2017;300
14/12/2017;310
15/12/2017;290
16/12/2017;300
17/12/2017;200
18/12/2017;220
19/12/2017;210
20/12/2017;260
21/12/2017;160
22/12/2017;200
23/12/2017;270
24/12/2017;350
25/12/2017;140
26/12/2017;170
27/12/2017;130
28/12/2017;300
29/12/2017;190
30/12/2017;260
31/12/2017;280
01/01/2016;230
02/01/2016;210
03/01/2016;200
04/01/2016;180
05/01/2016;140
06/01/2016;120
07/01/2016;240
08/01/2016;230
09/01/2016;200
10/01/2016;200
11/01/2016;130
12/01/2016;160
13/01/2016;200
14/01/2016;140
15/01/2016;210
16/01/2016;260
17/01/2016;250
18/01/2016;70
19/01/2016;140
20/01/2016;170
21/01/2016;220
22/01/2016;130
23/01/2016;170
24/01/2016;170
25/01/2016;180
26/01/2016;230
27/01/2016;190
28/01/2016;170
29/01/2016;220
30/01/2016;220
31/01/2016;210
01/02/2016;230
02/02/2016;200
03/02/2016;200
04/02/2016;200
05/02/2016;180
06/02/2016;270
07/02/2016;220
08/02/2016;140
09/02/2016;190
10/02/2016;230
11/02/2016;230
12/02/2016;260
13/02/2016;180
14/02/2016;200
15/02/2016;130
16/02/2016;170
17/02/2016;220
18/02/2016;110
19/02/2016;250
20/02/2016;290
21/02/2016;230
22/02/2016;100
23/02/2016;180
24/02/2016;290
25/02/2016;210
26/02/2016;140
27/02/2016;310
28/02/2016;230
29/02/2016;140
01/03/2016;260
02/03/2016;290
03/03/2016;250
04/03/2016;290
05/03/2016;210
06/03/2016;240
07/03/2016;150
08/03/2016;290
09/03/2016;250
10/03/2016;260
11/03/2016;260
12/03/2016;360
13/03/2016;270
14/03/2016;160
15/03/2016;260
16/03/2016;230
17/03/2016;230
18/03/2016;250
19/03/2016;270
20/03/2016;460
21/03/2016;240
22/03/2016;120
23/03/2016;270
24/03/2016;220
25/03/2016;260
26/03/2016;290
27/03/2016;300
28/03/2016;220
29/03/2016;240
30/03/2016;320
31/03/2016;280
01/04/2016;310
02/04/2016;360
03/04/2016;290
04/04/2016;280
05/04/2016;290
06/04/2016;200
07/04/2016;260
08/04/2016;380
09/04/2016;330
10/04/2016;400
11/04/2016;200
12/04/2016;270
13/04/2016;270
14/04/2016;330
15/04/2016;330
16/04/2016;350
17/04/2016;260
18/04/2016;230
19/04/2016;280
20/04/2016;310
21/04/2016;290
22/04/2016;250
23/04/2016;300
24/04/2016;310
25/04/2016;220
26/04/2016;360
27/04/2016;310
28/04/2016;260
29/04/2016;330
30/04/2016;360
01/05/2016;340
02/05/2016;210
03/05/2016;340
04/05/2016;230
05/05/2016;430
06/05/2016;330
07/05/2016;530
08/05/2016;360
09/05/2016;310
10/05/2016;260
11/05/2016;350
12/05/2016;200
13/05/2016;320
14/05/2016;410
15/05/2016;320
16/05/2016;290
17/05/2016;240
18/05/2016;400
19/05/2016;330
20/05/2016;320
21/05/2016;280
22/05/2016;350
23/05/2016;230
24/05/2016;370
25/05/2016;350
26/05/2016;270
27/05/2016;280
28/05/2016;310
29/05/2016;310
30/05/2016;320
31/05/2016;270
01/06/2016;380
02/06/2016;300
03/06/2016;280
04/06/2016;290
05/06/2016;370
06/06/2016;220
07/06/2016;280
08/06/2016;300
09/06/2016;220
10/06/2016;360
11/06/2016;310
12/06/2016;370
13/06/2016;230
14/06/2016;300
15/06/2016;310
16/06/2016;300
17/06/2016;380
18/06/2016;280
19/06/2016;340
20/06/2016;220
21/06/2016;250
22/06/2016;230
23/06/2016;270
24/06/2016;330
25/06/2016;320
26/06/2016;340
27/06/2016;290
28/06/2016;270
29/06/2016;350
30/06/2016;290
01/07/2016;380
02/07/2016;390
03/07/2016;490
04/07/2016;330
05/07/2016;390
06/07/2016;400
07/07/2016;410
08/07/2016;390
09/07/2016;410
10/07/2016;450
11/07/2016;310
12/07/2016;230
13/07/2016;310
14/07/2016;300
15/07/2016;330
16/07/2016;440
17/07/2016;500
18/07/2016;200
19/07/2016;260
20/07/2016;390
21/07/2016;290
22/07/2016;400
23/07/2016;390
24/07/2016;430
25/07/2016;260
26/07/2016;360
27/07/2016;360
28/07/2016;320
29/07/2016;450
30/07/2016;370
31/07/2016;560
01/08/2016;220
02/08/2016;300
03/08/2016;430
04/08/2016;210
05/08/2016;380
06/08/2016;270
07/08/2016;420
08/08/2016;300
09/08/2016;290
10/08/2016;240
11/08/2016;270
12/08/2016;450
13/08/2016;340
14/08/2016;340
15/08/2016;270
16/08/2016;290
17/08/2016;310
18/08/2016;370
19/08/2016;310
20/08/2016;330
21/08/2016;380
22/08/2016;300
23/08/2016;300
24/08/2016;250
25/08/2016;220
26/08/2016;310
27/08/2016;310
28/08/2016;300
29/08/2016;340
30/08/2016;310
31/08/2016;400
01/09/2016;260
02/09/2016;330
03/09/2016;360
04/09/2016;390
05/09/2016;250
06/09/2016;220
07/09/2016;230
08/09/2016;170
09/09/2016;230
10/09/2016;320
11/09/2016;380
12/09/2016;240
13/09/2016;190
14/09/2016;300
15/09/2016;240
16/09/2016;230
17/09/2016;340
18/09/2016;330
19/09/2016;140
20/09/2016;310
21/09/2016;240
22/09/2016;220
23/09/2016;240
24/09/2016;360
25/09/2016;470
26/09/2016;130
27/09/2016;270
28/09/2016;220
29/09/2016;280
30/09/2016;300
01/10/2016;310
02/10/2016;250
03/10/2016;230
04/10/2016;260
